Entity,Code,Day,daily_vaccinations
Republic of Palau,,2021-02-26,345
Republic of Palau,,2021-02-27,303
Republic of Palau,,2021-02-28,267
Republic of Palau,,2021-03-01,267
Republic of Palau,,2021-03-02,159
Republic of Palau,,2021-03-03,159
Republic of Palau,,2021-03-04,11
Republic of Palau,,2021-03-05,6
Republic of Palau,,2021-03-06,6
Republic of Palau,,2021-03-07,0
Republic of Palau,,2021-03-08,0
Republic of Palau,,2021-03-09,0
Republic of Palau,,2021-03-10,57
Republic of Palau,,2021-03-11,102
Republic of Palau,,2021-03-12,144
Republic of Palau,,2021-03-13,216
Republic of Palau,,2021-03-14,216
Republic of Palau,,2021-03-15,216
Republic of Palau,,2021-03-16,287
Republic of Palau,,2021-03-17,306
Republic of Palau,,2021-03-18,294
Republic of Palau,,2021-03-19,330
Republic of Palau,,2021-03-20,301
Republic of Palau,,2021-03-21,301
Republic of Palau,,2021-03-22,307
Republic of Palau,,2021-03-23,293
Republic of Palau,,2021-03-24,274
Republic of Palau,,2021-03-25,331
Republic of Palau,,2021-03-26,262
Republic of Palau,,2021-03-27,219
Republic of Palau,,2021-03-28,225
Republic of Palau,,2021-03-29,220
Republic of Palau,,2021-03-30,162
Republic of Palau,,2021-03-31,105
Republic of Palau,,2021-04-01,15
Republic of Palau,,2021-04-02,14
Republic of Palau,,2021-04-03,14
Republic of Palau,,2021-04-04,7
Republic of Palau,,2021-04-05,7
Republic of Palau,,2021-04-06,8
Republic of Palau,,2021-04-07,8
Republic of Palau,,2021-04-08,53
Republic of Palau,,2021-04-09,88
Republic of Palau,,2021-04-10,88
Republic of Palau,,2021-04-11,158
Republic of Palau,,2021-04-12,221
Republic of Palau,,2021-04-13,293
Republic of Palau,,2021-04-14,368
Republic of Palau,,2021-04-15,322
Republic of Palau,,2021-04-16,357
Republic of Palau,,2021-04-17,357
Republic of Palau,,2021-04-18,287
Republic of Palau,,2021-04-19,224
Republic of Palau,,2021-04-20,151
Republic of Palau,,2021-04-21,134
Republic of Palau,,2021-04-22,193
Rhode Island,,2021-01-13,2460
Rhode Island,,2021-01-14,2652
Rhode Island,,2021-01-15,2660
Rhode Island,,2021-01-16,2403
Rhode Island,,2021-01-17,2249
Rhode Island,,2021-01-18,2147
Rhode Island,,2021-01-19,2073
Rhode Island,,2021-01-20,2084
Rhode Island,,2021-01-21,2020
Rhode Island,,2021-01-22,2061
Rhode Island,,2021-01-23,2010
Rhode Island,,2021-01-24,2393
Rhode Island,,2021-01-25,2567
Rhode Island,,2021-01-26,2598
Rhode Island,,2021-01-27,2810
Rhode Island,,2021-01-28,3018
Rhode Island,,2021-01-29,3090
Rhode Island,,2021-01-30,3549
Rhode Island,,2021-01-31,3373
Rhode Island,,2021-02-01,3403
Rhode Island,,2021-02-02,3897
Rhode Island,,2021-02-03,3599
Rhode Island,,2021-02-04,3391
Rhode Island,,2021-02-05,3335
Rhode Island,,2021-02-06,3391
Rhode Island,,2021-02-07,3699
Rhode Island,,2021-02-08,3749
Rhode Island,,2021-02-09,3220
Rhode Island,,2021-02-10,3355
Rhode Island,,2021-02-11,3436
Rhode Island,,2021-02-12,3566
Rhode Island,,2021-02-13,3582
Rhode Island,,2021-02-14,3441
Rhode Island,,2021-02-15,3372
Rhode Island,,2021-02-16,3563
Rhode Island,,2021-02-17,3782
Rhode Island,,2021-02-18,4571
Rhode Island,,2021-02-19,7116
Rhode Island,,2021-02-20,7713
Rhode Island,,2021-02-21,8210
Rhode Island,,2021-02-22,8850
Rhode Island,,2021-02-23,9234
Rhode Island,,2021-02-24,9580
Rhode Island,,2021-02-25,9538
Rhode Island,,2021-02-26,7595
Rhode Island,,2021-02-27,7816
Rhode Island,,2021-02-28,8304
Rhode Island,,2021-03-01,9068
Rhode Island,,2021-03-02,9163
Rhode Island,,2021-03-03,9181
Rhode Island,,2021-03-04,9181
Rhode Island,,2021-03-05,9377
Rhode Island,,2021-03-06,9240
Rhode Island,,2021-03-07,8945
Rhode Island,,2021-03-08,8174
Rhode Island,,2021-03-09,8258
Rhode Island,,2021-03-10,8319
Rhode Island,,2021-03-11,8574
Rhode Island,,2021-03-12,8425
Rhode Island,,2021-03-13,8162
Rhode Island,,2021-03-14,7832
Rhode Island,,2021-03-15,8813
Rhode Island,,2021-03-16,9034
Rhode Island,,2021-03-17,8864
Rhode Island,,2021-03-18,8677
Rhode Island,,2021-03-19,9414
Rhode Island,,2021-03-20,10437
Rhode Island,,2021-03-21,11485
Rhode Island,,2021-03-22,11541
Rhode Island,,2021-03-23,11886
Rhode Island,,2021-03-24,12143
Rhode Island,,2021-03-25,12251
Rhode Island,,2021-03-26,11671
Rhode Island,,2021-03-27,10680
Rhode Island,,2021-03-28,10214
Rhode Island,,2021-03-29,9890
Rhode Island,,2021-03-30,10387
Rhode Island,,2021-03-31,10163
Rhode Island,,2021-04-01,9863
Rhode Island,,2021-04-02,10945
Rhode Island,,2021-04-03,11564
Rhode Island,,2021-04-04,12174
Rhode Island,,2021-04-05,12590
Rhode Island,,2021-04-06,12646
Rhode Island,,2021-04-07,12804
Rhode Island,,2021-04-08,13191
Rhode Island,,2021-04-09,11933
Rhode Island,,2021-04-10,12049
Rhode Island,,2021-04-11,12187
Rhode Island,,2021-04-12,11832
Rhode Island,,2021-04-13,12299
Rhode Island,,2021-04-14,12045
Rhode Island,,2021-04-15,11917
Rhode Island,,2021-04-16,12605
Rhode Island,,2021-04-17,12017
Rhode Island,,2021-04-18,11353
Rhode Island,,2021-04-19,11191
Rhode Island,,2021-04-20,10560
Rhode Island,,2021-04-21,10643
Rhode Island,,2021-04-22,10943
South Carolina,,2021-01-13,18812
South Carolina,,2021-01-14,17390
South Carolina,,2021-01-15,13587
South Carolina,,2021-01-16,14274
South Carolina,,2021-01-17,14686
South Carolina,,2021-01-18,14961
South Carolina,,2021-01-19,15157
South Carolina,,2021-01-20,13246
South Carolina,,2021-01-21,13397
South Carolina,,2021-01-22,15309
South Carolina,,2021-01-23,15855
South Carolina,,2021-01-24,17756
South Carolina,,2021-01-25,19501
South Carolina,,2021-01-26,18577
South Carolina,,2021-01-27,19197
South Carolina,,2021-01-28,21474
South Carolina,,2021-01-29,22308
South Carolina,,2021-01-30,22672
South Carolina,,2021-01-31,22964
South Carolina,,2021-02-01,22200
South Carolina,,2021-02-02,21926
South Carolina,,2021-02-03,21745
South Carolina,,2021-02-04,19641
South Carolina,,2021-02-05,19105
South Carolina,,2021-02-06,19288
South Carolina,,2021-02-07,18482
South Carolina,,2021-02-08,17563
South Carolina,,2021-02-09,16428
South Carolina,,2021-02-10,18409
South Carolina,,2021-02-11,18723
South Carolina,,2021-02-12,18640
South Carolina,,2021-02-13,18852
South Carolina,,2021-02-14,19324
South Carolina,,2021-02-15,19377
South Carolina,,2021-02-16,21826
South Carolina,,2021-02-17,21051
South Carolina,,2021-02-18,21374
South Carolina,,2021-02-19,28383
South Carolina,,2021-02-20,29276
South Carolina,,2021-02-21,29498
South Carolina,,2021-02-22,30180
South Carolina,,2021-02-23,28951
South Carolina,,2021-02-24,31183
South Carolina,,2021-02-25,31394
South Carolina,,2021-02-26,25323
South Carolina,,2021-02-27,25456
South Carolina,,2021-02-28,25126
South Carolina,,2021-03-01,26318
South Carolina,,2021-03-02,25988
South Carolina,,2021-03-03,25214
South Carolina,,2021-03-04,29268
South Carolina,,2021-03-05,29580
South Carolina,,2021-03-06,32372
South Carolina,,2021-03-07,37254
South Carolina,,2021-03-08,37671
South Carolina,,2021-03-09,39188
South Carolina,,2021-03-10,38974
South Carolina,,2021-03-11,36988
South Carolina,,2021-03-12,37286
South Carolina,,2021-03-13,42704
South Carolina,,2021-03-14,33739
South Carolina,,2021-03-15,34049
South Carolina,,2021-03-16,32823
South Carolina,,2021-03-17,32287
South Carolina,,2021-03-18,32077
South Carolina,,2021-03-19,32890
South Carolina,,2021-03-20,23144
South Carolina,,2021-03-21,29971
South Carolina,,2021-03-22,30873
South Carolina,,2021-03-23,31570
South Carolina,,2021-03-24,34354
South Carolina,,2021-03-25,34308
South Carolina,,2021-03-26,35166
South Carolina,,2021-03-27,38867
South Carolina,,2021-03-28,39026
South Carolina,,2021-03-29,39172
South Carolina,,2021-03-30,39475
South Carolina,,2021-03-31,37281
South Carolina,,2021-04-01,37873
South Carolina,,2021-04-02,39066
South Carolina,,2021-04-03,32412
South Carolina,,2021-04-04,34131
South Carolina,,2021-04-05,31363
South Carolina,,2021-04-06,31075
South Carolina,,2021-04-07,33071
South Carolina,,2021-04-08,42821
South Carolina,,2021-04-09,42327
South Carolina,,2021-04-10,49565
South Carolina,,2021-04-11,49757
South Carolina,,2021-04-12,52247
South Carolina,,2021-04-13,52256
South Carolina,,2021-04-14,50404
South Carolina,,2021-04-15,40594
South Carolina,,2021-04-16,40023
South Carolina,,2021-04-17,39252
South Carolina,,2021-04-18,36420
South Carolina,,2021-04-19,36181
South Carolina,,2021-04-20,36471
South Carolina,,2021-04-21,35666
South Carolina,,2021-04-22,30060
South Dakota,,2021-01-13,2014
South Dakota,,2021-01-14,2793
South Dakota,,2021-01-15,2802
South Dakota,,2021-01-16,2352
South Dakota,,2021-01-17,2082
South Dakota,,2021-01-18,1902
South Dakota,,2021-01-19,1774
South Dakota,,2021-01-20,1687
South Dakota,,2021-01-21,1585
South Dakota,,2021-01-22,1934
South Dakota,,2021-01-23,2728
South Dakota,,2021-01-24,3048
South Dakota,,2021-01-25,3200
South Dakota,,2021-01-26,3101
South Dakota,,2021-01-27,3495
South Dakota,,2021-01-28,3771
South Dakota,,2021-01-29,3798
South Dakota,,2021-01-30,3664
South Dakota,,2021-01-31,3646
South Dakota,,2021-02-01,3596
South Dakota,,2021-02-02,3597
South Dakota,,2021-02-03,3426
South Dakota,,2021-02-04,3414
South Dakota,,2021-02-05,3480
South Dakota,,2021-02-06,3535
South Dakota,,2021-02-07,3640
South Dakota,,2021-02-08,3626
South Dakota,,2021-02-09,3604
South Dakota,,2021-02-10,3639
South Dakota,,2021-02-11,3722
South Dakota,,2021-02-12,3868
South Dakota,,2021-02-13,3919
South Dakota,,2021-02-14,4112
South Dakota,,2021-02-15,4069
South Dakota,,2021-02-16,4236
South Dakota,,2021-02-17,4204
South Dakota,,2021-02-18,4206
South Dakota,,2021-02-19,9933
South Dakota,,2021-02-20,10117
South Dakota,,2021-02-21,10357
South Dakota,,2021-02-22,10630
South Dakota,,2021-02-23,10621
South Dakota,,2021-02-24,10978
South Dakota,,2021-02-25,11292
South Dakota,,2021-02-26,5908
South Dakota,,2021-02-27,6206
South Dakota,,2021-02-28,6509
South Dakota,,2021-03-01,6587
South Dakota,,2021-03-02,6478
South Dakota,,2021-03-03,6421
South Dakota,,2021-03-04,6364
South Dakota,,2021-03-05,6404
South Dakota,,2021-03-06,6470
South Dakota,,2021-03-07,6382
South Dakota,,2021-03-08,6314
South Dakota,,2021-03-09,6313
South Dakota,,2021-03-10,6343
South Dakota,,2021-03-11,6400
South Dakota,,2021-03-12,6376
South Dakota,,2021-03-13,6584
South Dakota,,2021-03-14,7158
South Dakota,,2021-03-15,7462
South Dakota,,2021-03-16,7593
South Dakota,,2021-03-17,7561
South Dakota,,2021-03-18,7633
South Dakota,,2021-03-19,7771
South Dakota,,2021-03-20,7684
South Dakota,,2021-03-21,7392
South Dakota,,2021-03-22,7082
South Dakota,,2021-03-23,7016
South Dakota,,2021-03-24,7329
South Dakota,,2021-03-25,7450
South Dakota,,2021-03-26,7666
South Dakota,,2021-03-27,8172
South Dakota,,2021-03-28,8244
South Dakota,,2021-03-29,8567
South Dakota,,2021-03-30,8643
South Dakota,,2021-03-31,8616
South Dakota,,2021-04-01,8563
South Dakota,,2021-04-02,8334
South Dakota,,2021-04-03,8319
South Dakota,,2021-04-04,8200
South Dakota,,2021-04-05,7912
South Dakota,,2021-04-06,7812
South Dakota,,2021-04-07,7690
South Dakota,,2021-04-08,7883
South Dakota,,2021-04-09,7961
South Dakota,,2021-04-10,7761
South Dakota,,2021-04-11,7788
South Dakota,,2021-04-12,7783
South Dakota,,2021-04-13,7829
South Dakota,,2021-04-14,7642
South Dakota,,2021-04-15,7354
South Dakota,,2021-04-16,6960
South Dakota,,2021-04-17,6214
South Dakota,,2021-04-18,5888
South Dakota,,2021-04-19,5851
South Dakota,,2021-04-20,5827
South Dakota,,2021-04-21,5688
South Dakota,,2021-04-22,5552
Tennessee,,2021-01-13,13456
Tennessee,,2021-01-14,6728
Tennessee,,2021-01-15,17360
Tennessee,,2021-01-16,16050
Tennessee,,2021-01-17,15264
Tennessee,,2021-01-18,14740
Tennessee,,2021-01-19,14365
Tennessee,,2021-01-20,13403
Tennessee,,2021-01-21,15851
Tennessee,,2021-01-22,14037
Tennessee,,2021-01-23,15528
Tennessee,,2021-01-24,17781
Tennessee,,2021-01-25,17565
Tennessee,,2021-01-26,16589
Tennessee,,2021-01-27,18443
Tennessee,,2021-01-28,19197
Tennessee,,2021-01-29,20618
Tennessee,,2021-01-30,21427
Tennessee,,2021-01-31,22453
Tennessee,,2021-02-01,23609
Tennessee,,2021-02-02,23422
Tennessee,,2021-02-03,24312
Tennessee,,2021-02-04,24885
Tennessee,,2021-02-05,24652
Tennessee,,2021-02-06,25451
Tennessee,,2021-02-07,25973
Tennessee,,2021-02-08,25401
Tennessee,,2021-02-09,25742
Tennessee,,2021-02-10,25981
Tennessee,,2021-02-11,26016
Tennessee,,2021-02-12,26161
Tennessee,,2021-02-13,24927
Tennessee,,2021-02-14,25152
Tennessee,,2021-02-15,24902
Tennessee,,2021-02-16,25844
Tennessee,,2021-02-17,22833
Tennessee,,2021-02-18,21143
Tennessee,,2021-02-19,25995
Tennessee,,2021-02-20,24434
Tennessee,,2021-02-21,21434
Tennessee,,2021-02-22,21542
Tennessee,,2021-02-23,20978
Tennessee,,2021-02-24,25211
Tennessee,,2021-02-25,27973
Tennessee,,2021-02-26,24822
Tennessee,,2021-02-27,29100
Tennessee,,2021-02-28,34609
Tennessee,,2021-03-01,37689
Tennessee,,2021-03-02,37967
Tennessee,,2021-03-03,39929
Tennessee,,2021-03-04,40345
Tennessee,,2021-03-05,40442
Tennessee,,2021-03-06,39889
Tennessee,,2021-03-07,39317
Tennessee,,2021-03-08,37799
Tennessee,,2021-03-09,37434
Tennessee,,2021-03-10,36573
Tennessee,,2021-03-11,37837
Tennessee,,2021-03-12,38803
Tennessee,,2021-03-13,40729
Tennessee,,2021-03-14,40964
Tennessee,,2021-03-15,41875
Tennessee,,2021-03-16,41859
Tennessee,,2021-03-17,42292
Tennessee,,2021-03-18,42438
Tennessee,,2021-03-19,40257
Tennessee,,2021-03-20,39428
Tennessee,,2021-03-21,39601
Tennessee,,2021-03-22,39909
Tennessee,,2021-03-23,40768
Tennessee,,2021-03-24,41431
Tennessee,,2021-03-25,42730
Tennessee,,2021-03-26,46101
Tennessee,,2021-03-27,47993
Tennessee,,2021-03-28,49545
Tennessee,,2021-03-29,50044
Tennessee,,2021-03-30,50043
Tennessee,,2021-03-31,51106
Tennessee,,2021-04-01,53114
Tennessee,,2021-04-02,53294
Tennessee,,2021-04-03,55152
Tennessee,,2021-04-04,51377
Tennessee,,2021-04-05,49554
Tennessee,,2021-04-06,48357
Tennessee,,2021-04-07,47661
Tennessee,,2021-04-08,47562
Tennessee,,2021-04-09,47574
Tennessee,,2021-04-10,46515
Tennessee,,2021-04-11,50008
Tennessee,,2021-04-12,51065
Tennessee,,2021-04-13,52064
Tennessee,,2021-04-14,47404
Tennessee,,2021-04-15,46278
Tennessee,,2021-04-16,46105
Tennessee,,2021-04-17,44570
Tennessee,,2021-04-18,43957
Tennessee,,2021-04-19,42471
Tennessee,,2021-04-20,42620
Tennessee,,2021-04-21,46225
Tennessee,,2021-04-22,45368
Texas,,2021-01-13,66581
Texas,,2021-01-14,66082
Texas,,2021-01-15,82927
Texas,,2021-01-16,77429
Texas,,2021-01-17,74131
Texas,,2021-01-18,71932
Texas,,2021-01-19,70361
Texas,,2021-01-20,70529
Texas,,2021-01-21,71561
Texas,,2021-01-22,69220
Texas,,2021-01-23,72384
Texas,,2021-01-24,68740
Texas,,2021-01-25,65851
Texas,,2021-01-26,73415
Texas,,2021-01-27,71804
Texas,,2021-01-28,80351
Texas,,2021-01-29,82155
Texas,,2021-01-30,87541
Texas,,2021-01-31,92226
Texas,,2021-02-01,98889
Texas,,2021-02-02,82619
Texas,,2021-02-03,96932
Texas,,2021-02-04,99765
Texas,,2021-02-05,101557
Texas,,2021-02-06,109611
Texas,,2021-02-07,119680
Texas,,2021-02-08,117976
Texas,,2021-02-09,134278
Texas,,2021-02-10,130817
Texas,,2021-02-11,129014
Texas,,2021-02-12,134688
Texas,,2021-02-13,128579
Texas,,2021-02-14,126730
Texas,,2021-02-15,124715
Texas,,2021-02-16,117172
Texas,,2021-02-17,106240
Texas,,2021-02-18,89324
Texas,,2021-02-19,95577
Texas,,2021-02-20,86673
Texas,,2021-02-21,77160
Texas,,2021-02-22,73731
Texas,,2021-02-23,77700
Texas,,2021-02-24,87380
Texas,,2021-02-25,110504
Texas,,2021-02-26,104351
Texas,,2021-02-27,111466
Texas,,2021-02-28,127535
Texas,,2021-03-01,123045
Texas,,2021-03-02,165192
Texas,,2021-03-03,181084
Texas,,2021-03-04,181691
Texas,,2021-03-05,188300
Texas,,2021-03-06,204902
Texas,,2021-03-07,195936
Texas,,2021-03-08,214144
Texas,,2021-03-09,191891
Texas,,2021-03-10,191158
Texas,,2021-03-11,193081
Texas,,2021-03-12,202045
Texas,,2021-03-13,204566
Texas,,2021-03-14,211968
Texas,,2021-03-15,210881
Texas,,2021-03-16,194431
Texas,,2021-03-17,188675
Texas,,2021-03-18,189196
Texas,,2021-03-19,175980
Texas,,2021-03-20,166754
Texas,,2021-03-21,169989
Texas,,2021-03-22,169542
Texas,,2021-03-23,169185
Texas,,2021-03-24,141602
Texas,,2021-03-25,154083
Texas,,2021-03-26,169081
Texas,,2021-03-27,181735
Texas,,2021-03-28,190014
Texas,,2021-03-29,199393
Texas,,2021-03-30,216020
Texas,,2021-03-31,251786
Texas,,2021-04-01,259622
Texas,,2021-04-02,271028
Texas,,2021-04-03,266353
Texas,,2021-04-04,266611
Texas,,2021-04-05,276433
Texas,,2021-04-06,277198
Texas,,2021-04-07,275615
Texas,,2021-04-08,267858
Texas,,2021-04-09,271656
Texas,,2021-04-10,302975
Texas,,2021-04-11,307347
Texas,,2021-04-12,298070
Texas,,2021-04-13,292239
Texas,,2021-04-14,296675
Texas,,2021-04-15,295997
Texas,,2021-04-16,278320
Texas,,2021-04-17,247603
Texas,,2021-04-18,225630
Texas,,2021-04-19,227626
Texas,,2021-04-20,218188
Texas,,2021-04-21,207936
Texas,,2021-04-22,201380
United States,USA,2020-12-21,57909
United States,USA,2020-12-22,127432
United States,USA,2020-12-23,150606
United States,USA,2020-12-24,191001
United States,USA,2020-12-25,215238
United States,USA,2020-12-26,231396
United States,USA,2020-12-27,211379
United States,USA,2020-12-28,216147
United States,USA,2020-12-29,235685
United States,USA,2020-12-30,255223
United States,USA,2020-12-31,278776
United States,USA,2021-01-01,302329
United States,USA,2021-01-02,325882
United States,USA,2021-01-03,336949
United States,USA,2021-01-04,348017
United States,USA,2021-01-05,339372
United States,USA,2021-01-06,358887
United States,USA,2021-01-07,378253
United States,USA,2021-01-08,419933
United States,USA,2021-01-09,461263
United States,USA,2021-01-10,546636
United States,USA,2021-01-11,632009
United States,USA,2021-01-12,641524
United States,USA,2021-01-13,710238
United States,USA,2021-01-14,747082
United States,USA,2021-01-15,798707
United States,USA,2021-01-16,811670
United States,USA,2021-01-17,824632
United States,USA,2021-01-18,837595
United States,USA,2021-01-19,911493
United States,USA,2021-01-20,892403
United States,USA,2021-01-21,913912
United States,USA,2021-01-22,975540
United States,USA,2021-01-23,1057387
United States,USA,2021-01-24,1122182
United States,USA,2021-01-25,1126251
United States,USA,2021-01-26,1119058
United States,USA,2021-01-27,1161050
United States,USA,2021-01-28,1235330
United States,USA,2021-01-29,1253815
United States,USA,2021-01-30,1291416
United States,USA,2021-01-31,1324949
United States,USA,2021-02-01,1355451
United States,USA,2021-02-02,1319981
United States,USA,2021-02-03,1317946
United States,USA,2021-02-04,1287147
United States,USA,2021-02-05,1276364
United States,USA,2021-02-06,1351437
United States,USA,2021-02-07,1441091
United States,USA,2021-02-08,1456459
United States,USA,2021-02-09,1489333
United States,USA,2021-02-10,1555959
United States,USA,2021-02-11,1598080
United States,USA,2021-02-12,1655907
United States,USA,2021-02-13,1657703
United States,USA,2021-02-14,1667631
United States,USA,2021-02-15,1662106
United States,USA,2021-02-16,1716311
United States,USA,2021-02-17,1644551
United States,USA,2021-02-18,1621071
United States,USA,2021-02-19,1596355
United States,USA,2021-02-20,1521088
United States,USA,2021-02-21,1458040
United States,USA,2021-02-22,1446445
United States,USA,2021-02-23,1401674
United States,USA,2021-02-24,1454731
United States,USA,2021-02-25,1505193
United States,USA,2021-02-26,1552717
United States,USA,2021-02-27,1645240
United States,USA,2021-02-28,1735053
United States,USA,2021-03-01,1817502
United States,USA,2021-03-02,1942788
United States,USA,2021-03-03,2010790
United States,USA,2021-03-04,2042676
United States,USA,2021-03-05,2079147
United States,USA,2021-03-06,2158020
United States,USA,2021-03-07,2159392
United States,USA,2021-03-08,2169981
United States,USA,2021-03-09,2151571
United States,USA,2021-03-10,2168688
United States,USA,2021-03-11,2233006
United States,USA,2021-03-12,2302844
United States,USA,2021-03-13,2541597
United States,USA,2021-03-14,2386932
United States,USA,2021-03-15,2427430
United States,USA,2021-03-16,2435037
United States,USA,2021-03-17,2473762
United States,USA,2021-03-18,2503731
United States,USA,2021-03-19,2455116
United States,USA,2021-03-20,2248285
United States,USA,2021-03-21,2488734
United States,USA,2021-03-22,2489697
United States,USA,2021-03-23,2497025
United States,USA,2021-03-24,2490889
United States,USA,2021-03-25,2510755
United States,USA,2021-03-26,2624410
United States,USA,2021-03-27,2677034
United States,USA,2021-03-28,2711611
United States,USA,2021-03-29,2757586
United States,USA,2021-03-30,2769331
United States,USA,2021-03-31,2828491
United States,USA,2021-04-01,2903730
United States,USA,2021-04-02,2988825
United States,USA,2021-04-03,3072527
United States,USA,2021-04-04,3084436
United States,USA,2021-04-05,3053566
United States,USA,2021-04-06,2998533
United States,USA,2021-04-07,3029052
United States,USA,2021-04-08,3035473
United States,USA,2021-04-09,3033045
United States,USA,2021-04-10,3111327
United States,USA,2021-04-11,3141912
United States,USA,2021-04-12,3214893
United States,USA,2021-04-13,3384387
United States,USA,2021-04-14,3330740
United States,USA,2021-04-15,3348189
United States,USA,2021-04-16,3349306
United States,USA,2021-04-17,3200601
United States,USA,2021-04-18,3194240
United States,USA,2021-04-19,3127038
United States,USA,2021-04-20,3015065
United States,USA,2021-04-21,3022868
United States,USA,2021-04-22,2947229
Utah,,2021-01-13,8811
Utah,,2021-01-14,10080
Utah,,2021-01-15,10995
Utah,,2021-01-16,10433
Utah,,2021-01-17,10096
Utah,,2021-01-18,9872
Utah,,2021-01-19,9711
Utah,,2021-01-20,11108
Utah,,2021-01-21,10599
Utah,,2021-01-22,10646
Utah,,2021-01-23,9396
Utah,,2021-01-24,8146
Utah,,2021-01-25,10650
Utah,,2021-01-26,9602
Utah,,2021-01-27,8288
Utah,,2021-01-28,7176
Utah,,2021-01-29,9771
Utah,,2021-01-30,11967
Utah,,2021-01-31,11967
Utah,,2021-02-01,13432
Utah,,2021-02-02,13460
Utah,,2021-02-03,12118
Utah,,2021-02-04,16237
Utah,,2021-02-05,15053
Utah,,2021-02-06,16255
Utah,,2021-02-07,16255
Utah,,2021-02-08,26228
Utah,,2021-02-09,26519
Utah,,2021-02-10,26519
Utah,,2021-02-11,22400
Utah,,2021-02-12,19110
Utah,,2021-02-13,15712
Utah,,2021-02-14,15712
Utah,,2021-02-15,2117
Utah,,2021-02-16,3195
Utah,,2021-02-17,3195
Utah,,2021-02-18,5925
Utah,,2021-02-19,10626
Utah,,2021-02-20,14258
Utah,,2021-02-21,14330
Utah,,2021-02-22,12775
Utah,,2021-02-23,11202
Utah,,2021-02-24,13791
Utah,,2021-02-25,15753
Utah,,2021-02-26,11132
Utah,,2021-02-27,11115
Utah,,2021-02-28,11132
Utah,,2021-03-01,11090
Utah,,2021-03-02,15893
Utah,,2021-03-03,16677
Utah,,2021-03-04,12054
Utah,,2021-03-05,19168
Utah,,2021-03-06,20651
Utah,,2021-03-07,20666
Utah,,2021-03-08,20744
Utah,,2021-03-09,22533
Utah,,2021-03-10,22455
Utah,,2021-03-11,22481
Utah,,2021-03-12,21233
Utah,,2021-03-13,20756
Utah,,2021-03-14,24904
Utah,,2021-03-15,24981
Utah,,2021-03-16,21514
Utah,,2021-03-17,21321
Utah,,2021-03-18,23713
Utah,,2021-03-19,17836
Utah,,2021-03-20,13321
Utah,,2021-03-21,18551
Utah,,2021-03-22,18418
Utah,,2021-03-23,17887
Utah,,2021-03-24,18045
Utah,,2021-03-25,20569
Utah,,2021-03-26,20557
Utah,,2021-03-27,29228
Utah,,2021-03-28,19825
Utah,,2021-03-29,19812
Utah,,2021-03-30,24488
Utah,,2021-03-31,21261
Utah,,2021-04-01,23888
Utah,,2021-04-02,23873
Utah,,2021-04-03,27210
Utah,,2021-04-04,27210
Utah,,2021-04-05,31799
Utah,,2021-04-06,27333
Utah,,2021-04-07,30872
Utah,,2021-04-08,27485
Utah,,2021-04-09,33365
Utah,,2021-04-10,28023
Utah,,2021-04-11,28016
Utah,,2021-04-12,23532
Utah,,2021-04-13,29635
Utah,,2021-04-14,30312
Utah,,2021-04-15,30139
Utah,,2021-04-16,28867
Utah,,2021-04-17,29835
Utah,,2021-04-18,29790
Utah,,2021-04-19,36389
Utah,,2021-04-20,27457
Utah,,2021-04-21,25933
Utah,,2021-04-22,26634
Vermont,,2021-01-13,3814
Vermont,,2021-01-14,1907
Vermont,,2021-01-15,2238
Vermont,,2021-01-16,2185
Vermont,,2021-01-17,2154
Vermont,,2021-01-18,2133
Vermont,,2021-01-19,2118
Vermont,,2021-01-20,1606
Vermont,,2021-01-21,1895
Vermont,,2021-01-22,1997
Vermont,,2021-01-23,2133
Vermont,,2021-01-24,2192
Vermont,,2021-01-25,2153
Vermont,,2021-01-26,1976
Vermont,,2021-01-27,2080
Vermont,,2021-01-28,2291
Vermont,,2021-01-29,2184
Vermont,,2021-01-30,2050
Vermont,,2021-01-31,2187
Vermont,,2021-02-01,2686
Vermont,,2021-02-02,2801
Vermont,,2021-02-03,2763
Vermont,,2021-02-04,2618
Vermont,,2021-02-05,2617
Vermont,,2021-02-06,2745
Vermont,,2021-02-07,2857
Vermont,,2021-02-08,2557
Vermont,,2021-02-09,2717
Vermont,,2021-02-10,2735
Vermont,,2021-02-11,2816
Vermont,,2021-02-12,2855
Vermont,,2021-02-13,2818
Vermont,,2021-02-14,2801
Vermont,,2021-02-15,2937
Vermont,,2021-02-16,3136
Vermont,,2021-02-17,3157
Vermont,,2021-02-18,3039
Vermont,,2021-02-19,3940
Vermont,,2021-02-20,4199
Vermont,,2021-02-21,4337
Vermont,,2021-02-22,4364
Vermont,,2021-02-23,4157
Vermont,,2021-02-24,4144
Vermont,,2021-02-25,4235
Vermont,,2021-02-26,3417
Vermont,,2021-02-27,3545
Vermont,,2021-02-28,3631
Vermont,,2021-03-01,3802
Vermont,,2021-03-02,3925
Vermont,,2021-03-03,4030
Vermont,,2021-03-04,3991
Vermont,,2021-03-05,4006
Vermont,,2021-03-06,3914
Vermont,,2021-03-07,4139
Vermont,,2021-03-08,4384
Vermont,,2021-03-09,4620
Vermont,,2021-03-10,4847
Vermont,,2021-03-11,5185
Vermont,,2021-03-12,5416
Vermont,,2021-03-13,6755
Vermont,,2021-03-14,5726
Vermont,,2021-03-15,5771
Vermont,,2021-03-16,5697
